id,recipientId,senderId,tokens
124609,13611,13684,6
124715,14330,15126,6
124931,14062,13902,6
125126,13673,14411,6
125127,15445,14411,6
125132,13765,13588,6
125223,13717,13678,6
125345,14726,13656,6
125437,14074,13594,6
125515,13579,15428,6
125541,13608,13654,6
125567,14176,14060,6
125575,14307,14060,6
125578,13601,14060,6
125871,15428,14413,6
125910,14429,14416,6
125965,14405,14426,6
126104,13765,13579,6
126282,13677,14506,6
126309,13765,14507,6
120667,14223,15152,5
120669,13579,14712,5
120670,13626,15421,5
120674,14075,13582,5
120675,13649,15421,5
120684,15136,14703,5
120685,13718,13582,5
120689,13614,13582,5
120695,14170,13582,5
120697,15384,13582,5
120700,15133,14703,5
120715,15879,14726,5
120732,14503,14703,5
120738,15124,13673,5
120744,14170,13673,5
120746,14314,13673,5
120763,14726,15879,5
120779,15384,13591,5
120780,13853,13673,5
120781,14472,13673,5
120786,13717,13645,5
120792,15414,14703,5
120802,15489,14703,5
120807,14065,13686,5
120816,13581,13686,5
120820,13591,13686,5
120826,13583,13686,5
120828,13633,15379,5
120903,13717,15121,5
120904,13625,15121,5
120913,13628,13767,5
120919,13717,13767,5
120936,15879,14330,5
120956,13655,15121,5
120974,14330,15879,5
120977,15137,15421,5
120978,15153,15421,5
121012,13672,13625,5
121014,13815,13625,5
121015,13646,13625,5
121017,14062,13658,5
121018,14067,13658,5
121019,13611,13658,5
121021,13767,13658,5
121023,13601,13658,5
121024,14074,13658,5
121030,13641,13627,5
121039,15380,13627,5
121040,13765,13627,5
121070,14428,15416,5
121072,13768,13597,5
121075,14067,15352,5
121078,14066,15352,5
121085,13625,13624,5
121087,13626,13625,5
121088,13649,13625,5
121143,13579,14306,5
121151,15430,13380,5
121158,13633,14066,5
121162,13626,14066,5
121168,13717,14066,5
121180,14170,14066,5
121181,13601,14066,5
121184,15445,13625,5
121188,13673,13625,5
121189,13677,13625,5
121198,14062,13632,5
121199,14064,13632,5
121200,13611,13632,5
121201,13717,13632,5
121202,13601,13632,5
121204,15316,13632,5
121205,14170,13632,5
121206,14850,13632,5
121214,14307,14165,5
121230,13682,13611,5
121252,14066,14065,5
121264,13641,14065,5
121265,13664,14065,5
121266,13766,14065,5
121267,13649,14065,5
121268,13660,14065,5
121272,14066,14307,5
121285,15314,14337,5
121293,15379,15134,5
121296,15153,15134,5
121299,14329,15154,5
121300,13662,15154,5
121301,13766,15154,5
121306,13633,13717,5
121311,14850,13717,5
121314,13611,13717,5
121315,14772,13717,5
121316,13765,13717,5
121324,13601,13717,5
121330,14170,13717,5
121342,13579,14734,5
121343,13815,14734,5
121345,15235,14734,5
121349,13583,14734,5
121354,14059,14734,5
121355,13633,13570,5
121356,13768,13574,5
121358,13579,13649,5
121363,13631,13570,5
121364,13647,14472,5
121365,15371,13717,5
121366,13767,13579,5
121369,14183,13608,5
121372,13664,13608,5
121378,13611,13608,5
121380,13717,13608,5
121381,13765,13608,5
121384,13815,13608,5
121389,14170,14065,5
121390,13649,13579,5
121401,13815,13579,5
121405,14307,14063,5
121406,13768,14734,5
121407,13601,14734,5
121413,14850,14734,5
121418,13591,14734,5
121421,13659,13831,5
121422,14772,13831,5
121424,13766,13831,5
121426,14419,13831,5
121427,13622,13831,5
121431,15666,13831,5
121434,13633,13831,5
121436,14013,13616,5
121440,13765,13616,5
121448,15225,13623,5
121449,13853,13623,5
121450,13626,13623,5
121451,13591,14063,5
121452,13611,13623,5
121453,13768,13623,5
121454,13583,13623,5
121455,13654,13623,5
121456,14074,13623,5
121458,13652,13831,5
121470,13644,14057,5
121479,13631,14057,5
121484,13902,14057,5
121488,15380,14057,5
121490,13654,14057,5
121496,13652,14057,5
121513,13581,15314,5
121514,13626,15314,5
121520,13611,15314,5
121521,13717,15314,5
121523,13579,15314,5
121527,13601,15314,5
121528,14307,15314,5
121532,14066,13579,5
121533,13677,13649,5
121538,13717,13649,5
121541,13767,13649,5
121545,15371,13649,5
121566,13664,15232,5
121567,13682,15232,5
121573,14850,15314,5
121574,13583,15314,5
121577,15384,15314,5
121578,13591,15314,5
121580,14170,15314,5
121582,15381,14057,5
121584,14059,13579,5
121588,13611,13682,5
121595,13608,13682,5
121596,13633,14063,5
121598,13627,15232,5
121599,13633,14065,5
121600,13853,14065,5
121601,13626,14065,5
121618,13718,15351,5
121619,13600,15351,5
121622,14170,15351,5
121623,15371,15351,5
121624,13633,15351,5
121625,13815,15232,5
121626,14074,15232,5
121628,13578,13607,5
121629,13626,13579,5
121631,13647,15418,5
121632,13631,15232,5
121633,13579,13639,5
121652,14170,13682,5
121656,13611,14161,5
121657,13651,14161,5
121658,15371,14161,5
121679,13631,13577,5
121681,13684,13577,5
121682,13815,13577,5
121686,13654,13577,5
121701,13658,13717,5
121711,14176,14472,5
121726,15312,14306,5
121732,15385,14065,5
121733,13678,15117,5
121735,13631,15418,5
121749,13718,15418,5
121755,15416,14428,5
121757,14074,13622,5
121758,13611,13622,5
121762,14170,13622,5
121769,14307,13622,5
121773,15316,13622,5
121778,13627,15117,5
121779,14307,13647,5
121780,14067,15418,5
121782,13815,13618,5
121793,14157,13618,5
121794,14202,13618,5
121795,13575,13618,5
121796,13832,13618,5
121797,13570,13618,5
121798,13572,13618,5
121799,13576,13618,5
121800,15117,13618,5
121801,13688,13618,5
121802,13574,13618,5
121803,14174,13618,5
121804,14709,13618,5
121805,14730,13618,5
121806,15376,13618,5
121807,15379,13618,5
121811,14074,15117,5
121813,13611,13647,5
121814,13587,13647,5
121816,13591,13647,5
121819,13583,13647,5
121820,14074,13647,5
121825,14176,13618,5
121826,13573,13618,5
121827,15153,13618,5
121831,13641,15117,5
121832,13611,15117,5
121836,13654,15117,5
121864,13626,13768,5
121865,13629,13768,5
121874,13654,13768,5
121875,13717,13768,5
121877,13765,13768,5
121888,13622,13768,5
121896,15371,15117,5
121916,13677,13606,5
121917,14062,13606,5
121918,14067,13606,5
121921,13766,13606,5
121922,13767,13606,5
121923,13649,13606,5
121925,13591,13606,5
121926,13601,13606,5
121927,13815,13606,5
121929,15380,13606,5
121934,13583,13606,5
122016,13853,13665,5
122017,13673,13665,5
122021,14559,13665,5
122023,13573,15117,5
122092,13717,13622,5
122104,13571,15485,5
122105,14869,15485,5
122111,13816,13626,5
122118,14703,15485,5
122119,15141,15485,5
122120,14059,15485,5
122170,13633,13622,5
122171,13652,13622,5
122173,15313,15151,5
122181,14174,13646,5
122197,13625,15124,5
122210,14062,13815,5
122216,13579,13815,5
122219,13766,13646,5
122222,13631,13815,5
122223,13684,13815,5
122229,13765,13815,5
122235,13625,15485,5
122236,14559,15485,5
122238,13626,15489,5
122248,13765,15489,5
122255,13646,14428,5
122287,13601,15121,5
122288,13672,14428,5
122388,13579,13766,5
122389,13601,13766,5
122393,13767,14428,5
122394,13649,14428,5
122417,13626,14428,5
122432,13673,14428,5
122446,15445,14428,5
122447,13579,14182,5
122449,13622,13574,5
122470,15803,15944,5
122474,13626,15124,5
122482,13660,15124,5
122487,13627,15944,5
122495,14075,13659,5
122496,13611,13659,5
122504,13606,13659,5
122527,13658,13659,5
122531,14202,15420,5
122542,15225,15503,5
122544,13583,15944,5
122551,13591,15944,5
122569,13644,15503,5
122570,13657,15503,5
122571,13662,15503,5
122572,13676,15503,5
122575,13902,15503,5
122582,13579,15154,5
122603,13902,15943,5
122607,13766,15943,5
122609,13684,15943,5
122610,13815,15943,5
122615,13672,14059,5
122625,15944,15943,5
122634,13765,14161,5
122639,14202,14167,5
122645,13677,14174,5
122665,13579,14559,5
122668,13608,13665,5
122673,14062,13665,5
122674,14772,13665,5
122676,13766,13665,5
122679,15137,13665,5
122682,13601,13665,5
122684,13622,13665,5
122686,14314,13665,5
122689,13606,13665,5
122724,13655,13676,5
122726,13767,14059,5
122730,13815,15140,5
122737,13614,14436,5
122748,15120,13625,5
122749,13579,13625,5
122785,14703,14559,5
122820,13651,14193,5
122821,13673,14059,5
122864,15445,14059,5
122899,13853,14559,5
122900,13583,14559,5
122904,13765,14559,5
122905,13583,14193,5
122906,13626,14193,5
122939,13654,14193,5
122940,13765,14193,5
122956,14329,15137,5
122961,15073,14559,5
122967,13631,14063,5
122968,15416,15137,5
122970,14059,15137,5
122972,14703,15137,5
122987,13902,14193,5
122988,14307,15225,5
123026,13581,14193,5
123030,14559,15153,5
123041,14062,14173,5
123047,13684,14173,5
123063,13902,14063,5
123065,13902,13651,5
123066,13768,13651,5
123071,13652,13651,5
123074,14059,15422,5
123085,14170,14161,5
123087,14869,14341,5
123092,14067,13583,5
123098,13651,13583,5
123100,13623,13583,5
123102,13591,14193,5
123103,13658,14161,5
123115,15445,13604,5
123122,13658,13604,5
123124,13626,14712,5
123125,13672,14712,5
123126,13717,14712,5
123127,14869,14712,5
123128,13767,14712,5
123129,13649,14712,5
123130,15141,14712,5
123131,13601,14712,5
123132,13815,14712,5
123133,15416,14712,5
123134,15445,14712,5
123135,13853,14063,5
123136,13765,14712,5
123137,13646,14712,5
123138,13673,14712,5
123139,14059,14712,5
123140,15153,14712,5
123141,14703,14712,5
123142,14703,14341,5
123147,13571,14341,5
123150,14202,15422,5
123151,13832,15422,5
123152,13570,15422,5
123153,13571,15422,5
123154,13572,15422,5
123155,15117,15422,5
123156,13688,15422,5
123157,13574,15422,5
123158,14174,15422,5
123159,14709,15422,5
123160,13815,15422,5
123161,14730,15422,5
123163,15379,15422,5
123164,15416,15422,5
123166,13573,15422,5
123171,13583,13633,5
123176,13717,13633,5
123181,13649,13633,5
123186,14066,13633,5
123187,14170,13633,5
123190,13765,13633,5
123193,15430,13604,5
123206,13765,13631,5
123229,14059,14341,5
123241,13765,14063,5
123243,14559,14341,5
123248,13766,15153,5
123249,13588,13646,5
123252,13631,13646,5
123253,13765,13646,5
123258,15153,14341,5
123259,15371,15153,5
123260,13579,13646,5
123266,15416,14341,5
123274,14850,14074,5
123286,13626,14063,5
123287,14157,15420,5
123288,13575,15420,5
123289,13832,15420,5
123290,13570,15420,5
123291,13571,15420,5
123292,13572,15420,5
123293,15117,15420,5
123294,13688,15420,5
123295,13574,15420,5
123296,14174,15420,5
123297,14709,15420,5
123298,13815,15420,5
123299,14730,15420,5
123300,15376,15420,5
123301,15379,15420,5
123302,15416,15420,5
123303,14059,15420,5
123304,13573,15420,5
123305,15153,15420,5
123306,15493,14341,5
123308,13684,13646,5
123313,15133,14341,5
123318,13601,13596,5
123330,14419,14063,5
123333,15230,14341,5
123337,13606,14063,5
123338,13626,14503,5
123339,13717,14503,5
123340,13767,14503,5
123341,13649,14503,5
123342,13601,14503,5
123343,14850,14503,5
123344,15136,14341,5
123346,14330,15941,5
123349,13768,14074,5
123351,15124,15493,5
123353,13601,14074,5
123358,13583,14074,5
123359,13649,15493,5
123360,13815,15493,5
123361,15416,15493,5
123362,13654,15493,5
123366,13626,13588,5
123374,14419,13588,5
123386,15136,15493,5
123388,13646,13588,5
123392,13647,13588,5
123409,13611,13631,5
123410,13601,13631,5
123424,15312,15151,5
123426,13633,13652,5
123430,13579,13652,5
123431,13601,13652,5
123433,13622,13652,5
123443,14429,15428,5
123453,13656,15151,5
123457,14170,14331,5
123458,15371,14331,5
123461,13660,14331,5
123462,14850,14331,5
123479,13815,14559,5
123480,14307,14559,5
123481,15314,14559,5
123482,14472,14559,5
123499,13611,13660,5
123500,13574,13660,5
123501,13717,13660,5
123503,13768,13660,5
123504,13601,13660,5
123506,13765,13660,5
123520,13717,14850,5
123533,14869,15136,5
123546,15485,15136,5
123550,14703,15136,5
123560,13765,14850,5
123562,15371,14850,5
123570,13658,14850,5
123576,15941,14330,5
123593,15381,13579,5
123607,13672,15501,5
123613,13815,15501,5
123614,14307,15501,5
123615,13646,15501,5
123616,13577,15501,5
123626,14503,15136,5
123648,13579,15876,5
123651,13581,13571,5
123653,13664,15497,5
123655,13815,13571,5
123656,15153,13571,5
123665,13611,13765,5
123666,13717,13765,5
123667,14772,13765,5
123726,15431,15379,5
123755,13765,14411,5
123756,13641,14411,5
123758,13649,14411,5
123759,14703,14411,5
123760,14067,14411,5
123761,13718,14411,5
123762,14066,14411,5
123763,15385,14411,5
123767,14161,14411,5
123768,13676,14411,5
123770,13686,15876,5
123771,13655,15876,5
123774,14195,15497,5
123775,14307,16616,5
123780,15381,15876,5
123821,13579,14193,5
123822,13654,15497,5
123824,14503,15122,5
123825,14341,15230,5
123963,13815,13601,5
123977,14559,14186,5
123982,13626,13571,5
123983,13672,13571,5
123984,13717,13571,5
123985,13767,13571,5
123986,13649,13571,5
123987,13601,13571,5
123988,15445,13571,5
123989,13765,13571,5
123990,13646,13571,5
123991,13673,13571,5
124006,13583,13641,5
124007,13626,13641,5
124008,13645,13641,5
124009,13627,13641,5
124010,13718,13641,5
124013,13660,13641,5
124050,13626,13614,5
124056,13631,13614,5
124060,14170,13614,5
124062,13765,13614,5
124064,14062,14706,5
124145,13649,13599,5
124151,13600,16616,5
124162,13626,15222,5
124174,13767,15222,5
124180,13815,15222,5
124187,15371,15222,5
124191,14074,15222,5
124212,14170,16616,5
124245,15120,14503,5
124249,14059,13618,5
124262,13591,14405,5
124269,13608,14193,5
124276,15371,14232,5
124279,13624,14341,5
124286,14074,14728,5
124287,15153,14559,5
124300,13812,13630,5
124301,15124,15155,5
124309,13717,13630,5
124310,13611,14193,5
124312,14066,13582,5
124336,13658,14192,5
124339,15124,15940,5
124343,15151,13656,5
124365,13672,15155,5
124376,14559,14726,5
124389,14559,14703,5
124391,15497,14193,5
124403,13767,15155,5
124404,15153,14703,5
124411,13815,14067,5
124414,13579,14406,5
124416,14067,14193,5
124442,13815,13619,5
124446,13641,14193,5
124447,15153,14726,5
124448,15445,15427,5
124449,13673,15427,5
124477,13622,14193,5
124499,13579,13667,5
124512,13626,15155,5
124539,13815,14193,5
124560,13579,14540,5
124580,13649,13684,5
124582,13601,13684,5
124584,14170,13684,5
124587,15385,13684,5
124588,13654,13684,5
124590,13652,13684,5
124610,14772,13684,5
124631,13631,15352,5
124632,13610,15352,5
124633,13652,15352,5
124639,13768,13813,5
124646,13579,14401,5
124657,13583,13813,5
124668,13677,13601,5
124675,13717,13601,5
124694,13765,13601,5
124710,13678,13664,5
124711,13608,13664,5
124713,13765,13664,5
124780,13767,13643,5
124784,13601,15124,5
124788,13579,15354,5
124841,13765,14062,5
124869,13649,15124,5
124870,13765,15124,5
124884,13632,14064,5
124894,14066,14064,5
124900,13765,14064,5
124901,13645,14064,5
124903,13654,14064,5
124906,15126,14726,5
124908,14330,14726,5
124920,15371,15122,5
124926,13626,14726,5
124927,14428,15230,5
124941,13767,14067,5
124955,13853,14165,5
124956,13581,14165,5
124957,13626,14165,5
124958,13673,14165,5
124959,13677,14165,5
124963,13815,14165,5
124964,13603,14165,5
124965,14059,14165,5
124966,14850,14165,5
124967,14559,14165,5
124968,13660,14165,5
124969,13583,14165,5
124970,13616,14165,5
124980,14772,14193,5
124982,15152,15230,5
124983,14062,14174,5
125059,15126,14330,5
125060,13766,14174,5
125069,14869,14703,5
125074,13571,14703,5
125075,15485,14703,5
125076,14059,14703,5
125077,15230,14428,5
125107,13579,14341,5
125108,13641,14472,5
125112,14062,14472,5
125124,13765,14472,5
125128,13655,14067,5
125133,13677,13591,5
125134,13765,13591,5
125135,14074,13591,5
125138,14329,14703,5
125139,15141,14703,5
125143,13684,14226,5
125144,13718,14226,5
125151,13574,13591,5
125152,13601,14075,5
125154,13658,14067,5
125155,14703,14330,5
125158,16627,15151,5
125164,15124,14341,5
125166,13611,13594,5
125170,14712,14703,5
125174,13677,15384,5
125176,14067,15384,5
125178,13717,15384,5
125179,13767,15384,5
125180,14419,15384,5
125181,15371,15384,5
125184,13652,15384,5
125188,15416,14703,5
125189,15666,13660,5
125190,13611,13591,5
125193,14062,14067,5
125195,13625,14703,5
125200,13626,15384,5
125201,13647,15384,5
125202,14772,15384,5
125203,13902,15384,5
125205,13601,15384,5
125208,14726,14330,5
125211,14062,13591,5
125219,14062,13678,5
125220,14067,13678,5
125240,13654,13678,5
125258,15137,14703,5
125297,14315,14402,5
125298,14316,14402,5
125300,14322,14402,5
125301,13661,14402,5
125302,14532,14402,5
125306,14149,14402,5
125313,15493,14703,5
125344,15230,13656,5
125346,15314,13656,5
125356,13902,13641,5
125357,13768,13641,5
125358,13632,13641,5
125359,13815,13641,5
125360,13591,13641,5
125366,13631,13661,5
125367,14066,13661,5
125368,13626,13661,5
125370,13652,13661,5
125374,13641,14542,5
125384,15416,13603,5
125387,14059,13603,5
125402,13583,13816,5
125406,13765,13816,5
125411,13682,15500,5
125415,13765,15500,5
125457,13902,14707,5
125499,13654,15352,5
125508,13579,14429,5
125548,13579,14408,5
125553,13583,13654,5
125571,13815,14060,5
125572,13574,14060,5
125574,15379,14060,5
125576,13581,14060,5
125577,13583,14060,5
125579,13673,14060,5
125692,13570,13768,5
125699,14059,13571,5
125720,14195,13664,5
125727,15500,13664,5
125734,13579,14430,5
125735,14401,14430,5
125755,14405,15346,5
125756,14406,15346,5
125761,14429,15346,5
125776,13579,16852,5
125778,14307,16852,5
125930,14430,14417,5
125966,14406,14426,5
125970,14182,14426,5
125974,14429,14426,5
126004,14182,14442,5
126007,14430,14442,5
126024,13579,15353,5
126049,14231,15353,5
126059,13608,13646,5
126098,13596,15119,5
126100,14066,13643,5
126102,15445,13579,5
126103,13673,13579,5
126105,14062,13579,5
126106,13672,13579,5
126107,13631,13579,5
126110,13655,13579,5
126165,14075,14175,5
126169,14174,14175,5
126170,15153,14175,5
126173,14401,14175,5
126175,13574,14175,5
126178,13686,14175,5
126180,15416,14175,5
126181,14176,14175,5
126182,15494,14175,5
126183,14059,14175,5
126184,15379,14175,5
126259,13902,14075,5
126263,14067,14174,5
126274,13767,14508,5
126280,13649,14506,5
126286,13765,14506,5
126294,15385,16898,5
126308,13626,14507,5
126344,13765,14504,5
126354,14067,14084,5
126355,13611,14084,5
126360,14174,14084,5
126380,13608,14084,5
126381,13588,14084,5
126383,13765,14084,5
120698,13648,13380,4
120787,13601,13645,4
120795,14062,13654,4
120815,14202,13686,4
120817,13572,13686,4
120914,13677,13767,4
120915,14062,13767,4
120916,14067,13767,4
120917,13611,13767,4
120918,13659,13767,4
120933,14066,13767,4
120935,13765,13767,4
120946,14074,13767,4
121086,13574,15879,4
121113,13583,13611,4
121149,15384,13380,4
121170,13902,14066,4
121196,14170,13576,4
121232,13717,13611,4
121245,13765,13611,4
121283,13581,15134,4
121294,13596,15134,4
121522,14772,15314,4
121529,13600,15314,4
121579,13610,15314,4
121617,14075,15122,4
121660,13601,14472,4
121685,13596,13577,4
121767,13570,13622,4
121770,14170,13651,4
121823,13658,13765,4
121872,14074,13768,4
121873,13611,13768,4
122126,13902,13626,4
122192,14193,15383,4
122247,14192,15489,4
122275,13633,13677,4
122276,14067,13677,4
122277,13611,13677,4
122278,14772,13677,4
122279,13579,13677,4
122280,13768,13677,4
122281,13591,13677,4
122282,13601,13677,4
122283,13815,13677,4
122284,14170,13677,4
122438,13686,14176,4
122505,13633,13659,4
122512,13647,13677,4
122513,13652,13677,4
122515,13717,13677,4
122516,13902,13677,4
122517,13766,13677,4
122518,13769,13677,4
122519,14419,13677,4
122522,14066,13677,4
122523,15371,13677,4
122525,13765,13677,4
122543,13853,15503,4
122547,14772,13588,4
122564,13581,15503,4
122565,13664,15503,4
122567,13582,15503,4
122573,13677,15503,4
122602,13574,15943,4
122650,13570,14436,4
122652,13626,14436,4
122670,13645,13665,4
122671,13662,13665,4
122719,13622,14436,4
122738,14074,14436,4
122744,13633,14436,4
122811,13600,13576,4
122824,13616,13576,4
122825,13633,13576,4
122863,14062,14436,4
122957,13611,14436,4
122959,13649,15137,4
122973,13718,14436,4
123048,13622,14173,4
123058,13664,13651,4
123072,13765,13651,4
123093,13611,13583,4
123202,13654,13631,4
123208,13677,13631,4
123224,15385,13631,4
123261,15941,14503,4
123280,14170,14074,4
123314,13581,13596,4
123315,13633,13718,4
123317,13591,13596,4
123320,14170,13596,4
123321,13577,13596,4
123347,13616,13596,4
123395,13633,13631,4
123401,14074,13631,4
123521,14772,14850,4
123525,13768,14850,4
123526,13601,14850,4
123556,13583,14850,4
123574,14170,14850,4
123681,13601,13765,4
123690,15371,13765,4
123693,14850,13765,4
123765,14066,13765,4
124023,13717,13655,4
124155,13633,15222,4
124159,13570,15222,4
124169,14067,15222,4
124177,14419,15222,4
124183,13622,15222,4
124215,13768,13902,4
124299,13579,13604,4
124340,13579,15940,4
124480,13661,13667,4
124482,13853,13667,4
124523,13684,13667,4
124530,14065,15155,4
124670,14062,13601,4
124676,14772,13601,4
124714,14726,15126,4
124804,13677,14062,4
124808,14067,14062,4
124875,13626,14064,4
124936,15371,13902,4
124940,13765,13902,4
124971,13581,13902,4
124972,13677,13902,4
124975,13651,13902,4
125086,13611,13588,4
125088,13718,13588,4
125130,14074,13588,4
125185,14707,13594,4
125204,13649,15384,4
125207,13614,13380,4
125230,13601,13678,4
125502,13626,13596,4
125503,13717,13596,4
125552,13611,13654,4
126025,13815,15353,4
126053,13672,13646,4
126325,13765,14505,4
120678,13768,13582,3
120679,13631,13582,3
120680,13684,13582,3
120681,13601,13582,3
120682,13815,13582,3
120688,13654,13582,3
120691,15880,13582,3
120702,13570,13582,3
120709,15430,13582,3
120710,13610,13582,3
120718,13641,13380,3
120719,14013,13380,3
120735,13641,13673,3
120737,13682,13673,3
120796,14067,13654,3
120805,13618,13686,3
120808,13717,13686,3
120814,14157,13686,3
120818,13579,13686,3
120819,13768,13686,3
120821,14307,13686,3
120822,13603,13686,3
120825,13577,13686,3
120849,13579,13654,3
120850,13768,13654,3
120905,13601,13654,3
120909,14074,13654,3
120920,13579,13767,3
120921,13627,13767,3
120929,13591,13767,3
120931,13815,13767,3
120932,13718,13767,3
120934,14170,13767,3
120941,13767,13654,3
120965,13767,13627,3
121036,13631,13627,3
121069,13815,15879,3
121095,13600,13639,3
121103,14772,13611,3
121104,13579,13611,3
121105,13768,13611,3
121106,13591,13611,3
121108,13815,13611,3
121110,14307,13611,3
121111,14170,13611,3
121112,14850,13611,3
121145,13581,13576,3
121147,14075,13380,3
121148,13684,13380,3
121150,13655,13380,3
121157,14062,14161,3
121163,13717,14161,3
121169,14772,14066,3
121182,13815,14066,3
121185,13768,14161,3
121187,13583,14161,3
121195,14062,14066,3
121225,13629,13611,3
121227,13652,13611,3
121228,13662,13611,3
121229,13677,13611,3
121231,14067,13611,3
121234,13767,13611,3
121261,13632,15383,3
121291,13815,15134,3
121292,14730,15134,3
121295,13583,15134,3
121307,14161,13717,3
121313,14074,13717,3
121328,14066,13717,3
121359,13591,13649,3
121360,13601,13649,3
121361,13815,13649,3
121362,14170,13649,3
121410,13600,14734,3
121417,13606,14734,3
121499,13652,14066,3
121505,13649,14066,3
121516,13647,15314,3
121517,14062,15314,3
121524,13768,15314,3
121525,14419,15314,3
121530,13633,13649,3
121535,14067,13649,3
121539,13902,13649,3
121542,14419,13649,3
121543,13622,13649,3
121544,14066,13649,3
121546,15378,13649,3
121548,15384,13649,3
121550,14074,13649,3
121575,13606,15314,3
121583,13678,13682,3
121586,13626,13682,3
121587,13681,13682,3
121589,13717,13682,3
121593,13718,13682,3
121604,13626,13649,3
121606,13768,13649,3
121646,13654,13682,3
121649,13768,13682,3
121671,13902,13616,3
121673,13591,13616,3
121674,14066,13616,3
121675,15384,13616,3
121683,13686,13577,3
121684,14170,13577,3
121736,14157,14523,3
121756,13632,13902,3
121759,13579,13622,3
121768,13769,13622,3
121833,13579,15117,3
121876,13902,13768,3
121881,15232,13768,3
121884,13813,13768,3
121889,14066,13768,3
121891,13660,13768,3
121892,14161,13768,3
121893,15384,13768,3
122024,13644,15117,3
122025,14065,15117,3
122027,13686,15117,3
122031,13633,14323,3
122035,13608,14323,3
122037,13626,14323,3
122038,13677,14323,3
122042,13611,14323,3
122044,13717,14323,3
122045,13902,14323,3
122046,13632,14323,3
122048,13767,14323,3
122049,13768,14323,3
122050,13649,14323,3
122051,13627,14323,3
122052,14419,14323,3
122055,13591,14323,3
122058,15371,13665,3
122065,13601,14323,3
122067,13718,14323,3
122069,13622,14323,3
122071,14170,14323,3
122072,15371,14323,3
122073,13616,14323,3
122076,13660,14323,3
122077,13583,14323,3
122080,14074,14323,3
122081,13765,14323,3
122082,13654,14323,3
122097,13767,14066,3
122107,14013,13626,3
122109,13768,13626,3
122114,13583,13626,3
122115,13765,13626,3
122124,13853,13626,3
122141,13832,13576,3
122150,14401,13576,3
122155,13813,13576,3
122157,14559,13576,3
122163,13631,13644,3
122189,13659,15383,3
122190,14772,15383,3
122195,13601,14063,3
122198,15384,13815,3
122211,14067,13815,3
122221,13768,13815,3
122233,14170,13815,3
122240,13717,15489,3
122241,13767,15489,3
122244,13649,15489,3
122391,13676,13655,3
122427,13815,13644,3
122442,14078,14176,3
122478,14703,15124,3
122481,13616,15124,3
122492,13601,14059,3
122499,14419,13659,3
122501,13815,13659,3
122521,13684,13677,3
122526,13647,13659,3
122529,13631,13659,3
122632,13902,14161,3
122633,13718,14161,3
122635,13815,14059,3
122690,14067,13664,3
122700,13765,14059,3
122701,15497,13664,3
122702,13583,13576,3
122713,13649,14436,3
122734,13654,14436,3
122750,14066,13625,3
122817,13601,13576,3
122867,13626,14161,3
122869,14772,14161,3
122870,14419,14161,3
122874,14074,14161,3
122875,13633,14161,3
122962,14075,13655,3
123033,15414,15379,3
123035,13631,13655,3
123038,13765,13655,3
123039,13678,14173,3
123044,13766,14173,3
123045,13649,14173,3
123049,14170,14173,3
123051,13654,14173,3
123054,14074,14173,3
123056,13678,13651,3
123057,13581,13651,3
123060,13677,13651,3
123061,13682,13651,3
123068,15385,13651,3
123070,13654,13651,3
123081,13678,14161,3
123082,13570,14161,3
123083,13677,14161,3
123084,13594,14161,3
123088,13652,13604,3
123106,13631,14161,3
123107,13654,14161,3
123111,13718,13651,3
123121,15153,15122,3
123169,14341,15136,3
123170,13661,13633,3
123172,13626,13633,3
123173,13652,13633,3
123174,14067,13633,3
123177,13902,13633,3
123178,13766,13633,3
123179,14707,13633,3
123180,13768,13633,3
123182,13631,13633,3
123183,13815,13633,3
123184,13718,13633,3
123185,13622,13633,3
123188,13660,13633,3
123189,15384,13633,3
123195,13815,14331,3
123196,13649,13631,3
123197,13622,13631,3
123200,14066,13631,3
123209,14772,13631,3
123210,13684,13631,3
123214,13626,14329,3
123235,15430,13631,3
123240,13658,13631,3
123265,13815,14329,3
123268,14067,14074,3
123312,14059,15493,3
123322,13662,13718,3
123323,14062,13718,3
123324,14075,13718,3
123327,13631,13718,3
123328,13654,13718,3
123334,13581,14331,3
123335,14193,13579,3
123350,13624,15493,3
123396,13626,13631,3
123398,14067,13631,3
123399,13815,13631,3
123402,13633,14331,3
123403,13641,14331,3
123404,13583,14331,3
123405,13626,14331,3
123413,13646,13631,3
123414,13570,13631,3
123435,13583,13652,3
123440,15153,15133,3
123454,13766,14331,3
123455,13591,14331,3
123456,13718,14331,3
123460,13646,14331,3
123463,13765,14331,3
123464,14067,13655,3
123518,13611,14850,3
123523,13579,14850,3
123530,14329,15136,3
123531,13571,15136,3
123543,15141,15136,3
123545,14559,15136,3
123547,15493,15136,3
123548,14059,15136,3
123551,15153,15136,3
123586,13717,15136,3
123587,13649,15136,3
123588,13601,15136,3
123604,15384,13717,3
123620,13677,15379,3
123630,15414,15136,3
123659,13626,13765,3
123662,14062,13765,3
123673,13649,13765,3
123703,13654,13765,3
123778,15412,15371,3
123961,13579,13601,3
124015,13853,13655,3
124017,13610,13655,3
124018,13626,13655,3
124019,13647,13655,3
124021,14062,13655,3
124027,13815,13655,3
124030,15371,13655,3
124031,13577,13655,3
124091,13718,14706,3
124149,13767,15383,3
124152,14522,16616,3
124163,13647,15222,3
124171,13717,15222,3
124189,13660,15222,3
